address,bookingLinks/0/name,bookingLinks/0/url,bookingLinks/1/name,bookingLinks/1/url,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categoryName,city,emails/0,emails/1,facebookProfiles/0/accountVerificationStatus,facebookProfiles/0/adStatus,facebookProfiles/0/categories/0,facebookProfiles/0/categories/1,facebookProfiles/0/categories/2,facebookProfiles/0/coverPhoto,facebookProfiles/0/creationDate,facebookProfiles/0/description,facebookProfiles/0/email,facebookProfiles/0/externalProfileURL,facebookProfiles/0/facebookId,facebookProfiles/0/followersCount,facebookProfiles/0/followingCount,facebookProfiles/0/info/0,facebookProfiles/0/info/1,facebookProfiles/0/info/2,facebookProfiles/0/likes,facebookProfiles/0/location,facebookProfiles/0/messenger,facebookProfiles/0/phone,facebookProfiles/0/privateProfile,facebookProfiles/0/profileName,facebookProfiles/0/profilePictureURL,facebookProfiles/0/profileURL,facebookProfiles/0/socialInputUrl,facebookProfiles/0/startUrl,facebookProfiles/0/username,locatedIn,location/lat,location/lng,menu,permanentlyClosed,phone,phoneUnformatted,phones/0,phones/1,phones/2,phones/3,phonesUncertain/0,phonesUncertain/1,phonesUncertain/2,phonesUncertain/3,phonesUncertain/4,phonesUncertain/5,phonesUncertain/6,phonesUncertain/7,phonesUncertain/8,phonesUncertain/9,phonesUncertain/10,phonesUncertain/11,phonesUncertain/12,phonesUncertain/13,phonesUncertain/14,phonesUncertain/15,phonesUncertain/16,postalCode,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,reviewsTags/0/count,reviewsTags/0/title,reviewsTags/1/count,reviewsTags/1/title,reviewsTags/2/count,reviewsTags/2/title,reviewsTags/3/count,reviewsTags/3/title,reviewsTags/4/count,reviewsTags/4/title,reviewsTags/5/count,reviewsTags/5/title,reviewsTags/6/count,reviewsTags/6/title,reviewsTags/7/count,reviewsTags/7/title,reviewsTags/8/count,reviewsTags/8/title,reviewsTags/9/count,reviewsTags/9/title,searchPageUrl,street,subTitle,title,totalScore,url,webResults/0/description,webResults/0/displayedUrl,webResults/0/title,webResults/0/url,webResults/1/description,webResults/1/displayedUrl,webResults/1/title,webResults/1/url,webResults/2/description,webResults/2/displayedUrl,webResults/2/title,webResults/2/url,website
"60 Markfield Rd, South N15 4QA, United Kingdom",,,,,Painter,Contractor,Interior Decorator,Plasterer,Property maintenance,,,,,Painter,South,prostrikelondon@gmail.com,,,This Page isn't currently running ads.,Page,Home decor,,https://scontent.fric1-2.fna.fbcdn.net/v/t39.30808-6/495168667_1383106249950513_8463599416343305454_n.jpg?stp=dst-jpg_tt6&cstp=mx1535x477&ctp=s960x960&_nc_cat=105&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=C151t2M98N8Q7kNvwFsq90C&_nc_oc=AdrFIaDpqYdFwCcNUTeTI27qXmoRzzxFlytYDgpb8YNH2qYVljJs4TCW8p3kiXnzrpA&_nc_zt=23&_nc_ht=scontent.fric1-2.fna&_nc_gid=y2JEzp2BIrqgcIyuaxlxJA&_nc_ss=72289&oh=00_AQDmxZ-zym3sRLKYU1_4VfnX998TLDnhoiOeEksZEB13SA&oe=6A53EB19,"December 30, 2016",,prostrikelondon@gmail.com,https://rb.gy/94iu44,100047534538684,254,,ProStrike London Decorating Services. 254 likes. Inspire | Ideate | Implement,,,254,https://www.bing.com/maps/default.aspx?v=2&pc=FACEBK&mid=8100&FORM=FBKPL1&mkt=en-US,,+44 7821 262538,,ProStrike London Decorating Services,https://scontent.fric1-1.fna.fbcdn.net/v/t39.30808-1/295008151_590956052498874_2881407103123798864_n.png?stp=dst-png&cstp=mx1812x1812&ctp=s200x200&_nc_cat=107&ccb=1-7&_nc_sid=f907e8&_nc_ohc=fHOik5TVO8gQ7kNvwF0-83F&_nc_oc=Adr-ORMW0ZmDCO6XZYOG1jT13VhiUROdK7_K2yOlefXKF2PRdaAt9u6gY4PqjyKQrso&_nc_zt=24&_nc_ht=scontent.fric1-1.fna&_nc_gid=-ik3xGhRywjvdFVu3HqXBg&_nc_ss=72289&oh=00_AQAfwH-XjsVHYgYbYmTzxEitWHG9C7UzUJLAdujr23P5DQ&oe=6A53D953,https://www.facebook.com/prostrikeldn,https://www.facebook.com/prostrikeldn,https://www.facebook.com/prostrikeldn,prostrikeldn,Imperial Works,51.5834284,-0.0641258,,false,+44 7821 262538,447821262538,+44 7821 262538,,,,,,,,,,,,,,,,,,,,,N15 4QA,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Decorating/@51.5745282773077,0.0480168230646735,13z?hl=en",60 Markfield Rd,,ProStrike London Decorating Services,5,https://www.google.com/maps/search/?api=1&query=ProStrike%20London%20Decorating%20Services&query_place_id=ChIJgy0VxWMddkgRg3DaMKwiRho,"Premium painting and decorating across London. Residential, commercial, set design and maintenance contracts. Meticulous finish, fully insured, ...",https://prostrikedecorators.co.uk,ProStrike Decorators | Premium Painting & Decorating in ...,https://prostrikedecorators.co.uk/,"ProStrike London Decorating Services · Anyone else get that feeling after taking the Xmas decorations down, that everything feels bare or dull. · Have you got the ...",https://www.instagram.com › prostrikeldn,ProStrike London (@prostrikeldn) • Instagram photos and videos,https://www.instagram.com/prostrikeldn/,"ProStrike London Decorating Services. 254 likes. Inspire | Ideate | Implement. ... Dalston, UK · Gospel Oak, UK · Hampstead, UK · Crouch End, UK · Ilford, UK · ...",https://www.facebook.com › ... › Brand › Home decor,ProStrike London Decorating Services (@prostrikeldn),https://www.facebook.com/prostrikeldn/,http://www.facebook.com/prostrikeldn
"174 Murchison Rd, London E10 6LX, United Kingdom",,,,,Construction company,Painter,,,,,,,,Construction company,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5652401,-0.0048315,,false,+44 7730 798941,447730798941,,,,,,,,,,,,,,,,,,,,,,E10 6LX,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Decorating/@51.5745282773077,0.0480168230646735,13z?hl=en",174 Murchison Rd,,D.L.J. Painting and Decorating LTD,5,https://www.google.com/maps/search/?api=1&query=D.L.J.%20Painting%20and%20Decorating%20LTD&query_place_id=ChIJ3Zy1dmYddkgRUNDURICRIOU,"D. L. J. PAINTING AND DECORATING LTD ... PAINTING AND DECORATING LTD (12114116). Registered office address: 174 Murchison Road, London, England, E10 6LX.",https://find-and-update.company-information.service.gov.uk › ...,dlj painting and decorating ltd - Companies House,https://find-and-update.company-information.service.gov.uk/company/12114116,"With over 10 years of experience in painting and decorating, we offer high quality finishes. we use paint spraying technique as well as roller and brush ...",https://www.mybuilder.com › Home › Directory,D.L.J. Painting and Decorating LTD - MyBuilder,https://www.mybuilder.com/profile/dlj-painting-ltd,"D. L. J. Painting And Decorating Ltd is an active company located in London, Greater London ... Nodram.co.uk. Unlock All Contact Details. Decision Makers.",https://open.endole.co.uk › insight › 12114116-d-l-j-pai...,D. L. J. Painting And Decorating Ltd - Company Profile - Endole,https://open.endole.co.uk/insight/company/12114116-d-l-j-painting-and-decorating-ltd,http://www.dljpainting.com/
,,,,,Painter,Service establishment,Property maintenance,Remodeler,Tile contractor,,,,,Painter,,Info@klevipaintinganddecorating.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5808954,-0.0042029,,false,+44 20 3633 1399,442036331399,,,,,15019720,452304817,020 3633 1399,,,,,,,,,,,,,,,,7,7,0,0,0,0,2,polite staff,2,efficiency,3,cleanliness,2,project,2,communication,2,home,4,painting,,,,,,,"https://www.google.com/maps/search/Decorating/@51.5745282773077,0.0480168230646735,13z?hl=en",,,Klevi Painting & Decorating Ltd,5,https://www.google.com/maps/search/?api=1&query=Klevi%20Painting%20%26%20Decorating%20Ltd&query_place_id=ChIJa2RSBl-n2EcRrquR9fxswqg,"With a team of 20 dedicated professionals, we proudly offer residential and commercial painting and decorating services throughout central London.",https://klevipaintinganddecorating.co.uk,Klevi Painting & Decorating Ltd: HOME,https://klevipaintinganddecorating.co.uk/,"KLEVI PAINTING & DECORATING LTD - Free company information from Companies House including registered office address, filing history, accounts, annual return ...",https://find-and-update.company-information.service.gov.uk › ...,klevi painting & decorating ltd - Companies House - GOV.UK,https://find-and-update.company-information.service.gov.uk/company/15019720,"Hello, I'm Klevi, the owner of Klevi Painting and Decorating Ltd. With 5 years of painting experience under my belt, I established this company in 2020, ...",https://klevipaintinganddecorating.co.uk › about-us,ABOUT US - Klevi Painting & Decorating Ltd,https://klevipaintinganddecorating.co.uk/about-us/,https://klevipaintinganddecorating.co.uk/
"Whalebone Ln N, Romford RM6 5QT, United Kingdom",,,,,Gardener,Fence contractor,Landscaper,Lawn care service,Pressure washing service,,,,,Gardener,Romford,info@gardencarecompany.com,,,This Page isn't currently running ads.,Page,Gardener,,https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-6/468097771_586179923793957_7417322173691830656_n.jpg?stp=dst-jpg_tt6&cstp=mx597x843&ctp=s597x843&_nc_cat=103&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=ALR_-9Jfc0cQ7kNvwEUBBbE&_nc_oc=AdprlSWt9orvytudRdfgd0Cbax7CdgVFcTMUPLxoINRoBVkDgLuZZ95TV4PuPP7eR94&_nc_zt=23&_nc_ht=scontent-mia3-2.xx&_nc_gid=7Dc7xiD83HlmaZ-QIKqg_A&_nc_ss=7c289&oh=00_AQBBh8ECXVWXl6_gNTgA4ioVuFD9KtgMOFELLQ147_BBPA&oe=6A53CEA2,"August 22, 2021",,info@gardencarecompany.com,https://gardencarecompany.com/,100072295561443,67,,Garden Care Company. 67 likes. Garden Care Company can carry out regular or one-off gardening services at a time that fits you,,,67,,,+44 7907 473256,,Garden Care Company,https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/475132228_620899283663252_8809831370836252106_n.jpg?stp=dst-jpg_tt6&cstp=mx1114x1113&ctp=s200x200&_nc_cat=111&ccb=1-7&_nc_sid=f907e8&_nc_ohc=Zrt8qxlNpqUQ7kNvwElUxIX&_nc_oc=AdrBzkAOu7AZFafK43A62RE1YI_dqMnKoEZmUaeX7ASR5AKsAX1RYUShH4Mde-uLTJc&_nc_zt=24&_nc_ht=scontent-mia3-1.xx&_nc_gid=vmm8eohXeHj_VeFMXnfTLg&_nc_ss=7c289&oh=00_AQCEnGSrC3sKPmtCUoWLhEwf5wRHMecXnellg5Y1Qmbzrw&oe=6A53D6D8,https://www.facebook.com/gardencarecompany2020,https://www.facebook.com/gardencarecompany2020,https://www.facebook.com/gardencarecompany2020,gardencarecompany2020,,51.5898312,0.14237,,false,+44 7907 473256,447907473256,447907473256,,,,7907 473 256,447907473256,,,,,,,,,,,,,,,,RM6 5QT,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Gardening/@51.5745282773077,0.0480168230646735,13z?hl=en",Whalebone Ln N,,Garden Care Company,5,https://www.google.com/maps/search/?api=1&query=Garden%20Care%20Company&query_place_id=ChIJKUlY3TfSm6QRKnFK4BwbaLY,"Garden Care Company — family-run gardening and landscaping in Romford and East London. Lawn care, fencing, patios, decking, hedge cutting & more.",https://gardencarecompany.com,Garden Care Company: Gardener in Romford & East London,https://gardencarecompany.com/,"Garden Care Company is in Romford, United Kingdom. May 25, 2026· 󰟠. 󳄫. Garden Maintenance Services Keep your garden looking its best all year round!",https://www.facebook.com › ... › Gardener,Garden Care Company (@gardencarecompany2020),https://www.facebook.com/gardencarecompany2020/,"Gardener in Romford, East London ... Garden Care Company is your local gardener in Romford — covering RM1 through RM7 with regular garden maintenance, lawn care, ...",https://gardencarecompany.com › romford,Gardener in Romford | Landscaping - Garden Care Company,https://gardencarecompany.com/romford,https://gardencarecompany.com/
"739A High Rd Leytonstone, Bushwood, London E11 4QS, United Kingdom",spiroltd.co.uk,https://spiroltd.co.uk/,wa.me,https://wa.me/447496677760,Plasterer,Construction company,Home builder,Landscaper,Painting,Paving contractor,Retaining wall supplier,Roofing contractor,Waterproofing service,Plasterer,London,info@spiroltd.co.uk,,,This Page isn't currently running ads.,Page,Construction Company,,https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-6/481996667_676578221604294_8774648748448699712_n.jpg?stp=cp6_dst-jpg_tt6&cstp=mx1284x1668&ctp=s960x960&_nc_cat=109&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=5axXWjeFoPoQ7kNvwE7YVqU&_nc_oc=AdroYjFar06zge8j8be_FjhYUf2YuXDWw8s2WNS5uZxYualTDx7jykJtb8E3yDXXsbk&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&_nc_gid=g8lhS85fwKSSLRUurV4b9A&_nc_ss=72289&oh=00_AQBGGHwZjnLyeRMbN4uKKdFm2FKiGSxkED_BfWdg3iAgEw&oe=6A53D385,"January 31, 2022",,info@spiroltd.co.uk,http://Www.spiroltd.co.uk/,100077563674465,233,,"Spiro ltd rendering & roofing, London. 233 likes. Top-quality rendering and roofing solutions.
 📲us for all your exterior renovation needs. 
🏠🛠️🏗️",,,233,"East London, London, United Kingdom, E18",,+44 7496 677760,,Spiro ltd rendering & roofing | London,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/311133352_187245927204195_4162946519389276915_n.jpg?stp=cp6_dst-jpg_tt6&cstp=mx988x987&ctp=s200x200&_nc_cat=103&ccb=1-7&_nc_sid=f907e8&_nc_ohc=YdBfJM1BfKEQ7kNvwHT3sS6&_nc_oc=AdqwiOsq2rTiu1qVD2GFwMQear7QB7sM_E0R-WcYYvXPkgGEs1jAcfEIt1SHKDx-oj4&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=g8lhS85fwKSSLRUurV4b9A&_nc_ss=72289&oh=00_AQCx4et9FBeT7y0cyT6ieCjJpe-DyOfS5uTEbW4kufZlNQ&oe=6A53DDD8,https://www.facebook.com/alexrenderingandplastering,https://www.facebook.com/alexrenderingandplastering,https://www.facebook.com/alexrenderingandplastering,alexrenderingandplastering,,51.5658295,0.0100367,,false,+44 7496 677760,447496677760,7496677760,,,,7496677760,,,,,,,,,,,,,,,,,E11 4QS,40,39,0,1,0,0,4,roof installation,7,professional team,2,promptness,2,within budget,2,attention to detail,2,remodeling,2,pricing,2,customer care,10,reliability,5,quality of work,"https://www.google.com/maps/search/Rendering/@51.5745282773077,0.0480168230646735,13z?hl=en",739A High Rd Leytonstone,,SPIRO LTD RENDERING AND ROOFING,4.9,https://www.google.com/maps/search/?api=1&query=SPIRO%20LTD%20RENDERING%20AND%20ROOFING&query_place_id=ChIJ3086vsGn2EcRLltOCKSm3TU,"Spiro LTD Rendering & Roofing is a professional, reliable rendering company based in East London. No matter how big or small a job our render technicians make ...",https://spiroltd.co.uk,spiro ltd rendering & roofing,https://spiroltd.co.uk/,+44 7496 677760 info@spiroltd.co.uk London #rendering #london #renovation #ukrenovation #ukconstruction · Juwel Ahmed · 󰍸 1.,https://www.facebook.com › ... › Construction Company,Spiro ltd rendering & roofing | London - Facebook,https://www.facebook.com/alexrenderingandplastering/,Info@spiroltd.co.uk 07496677760.,https://www.instagram.com › spiro_ltd,SPIRO LTD RENDERING & ROOFING (@spiro_ltd) - Instagram,https://www.instagram.com/spiro_ltd/,https://spiroltd.co.uk/
,,,,,Plasterer,Construction company,Service establishment,Interior construction contractor,,,,,,Plasterer,,hackneyplastering@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4893323,-0.0881552,,false,+44 7985 265376,447985265376,447985265376,,,,7985265376,(44) 07985265376,,,,,,,,,,,,,,,,,39,39,0,0,0,0,4,ceiling repair,9,ceiling walls,2,wall repair,9,punctuality,2,prompt quote,2,top quality finish,10,friendliness,5,cleanliness,6,work quality,16,plastering,"https://www.google.com/maps/search/Plastering%20/@51.5745282773077,0.0480168230646735,13z?hl=en",,,Hackney Plastering and Repairs,5,https://www.google.com/maps/search/?api=1&query=Hackney%20Plastering%20and%20Repairs&query_place_id=ChIJAT_tiBYddkgRxsGpZLpOTfQ,"A friendly local service. We provide all aspects of: Plastering & Render, All Ceiling Repairs, Water Leak Damage, Any Small Repairs.",https://www.hackneyplastering.com,Home Improvments | Hackney Plastering and Repairs ...,https://www.hackneyplastering.com/,"Hackney Plastering and Repairs is drawing exceptional interest within the Construction industry, suggesting notable developments or strong market momentum, ...",https://www.zoominfo.com › hackney-plastering-and-rep...,"Hackney Plastering and Repairs - Overview, News & Similar ...",https://www.zoominfo.com/c/hackney-plastering-and-repairs/1342430324,"Hackney Plastering and Repairs — trusted plasterers covering Brixton, Camberwell and more. View profile, get free quotes.",https://www.southlondontrades.co.uk › trades › hackne...,Hackney Plastering and Repairs - South London Trades,https://www.southlondontrades.co.uk/trades/hackney-plastering-and-repairs,https://www.hackneyplastering.com/
,,,,,Plasterer,Building firm,Construction company,Contractor,Dry wall contractor,Service establishment,,,,Plasterer,,info@yogiplastering.com,,,This Page isn't currently running ads.,Page,Contractor,,https://scontent-mia5-1.xx.fbcdn.net/v/t39.30808-6/473617198_1371232740966539_1931104037876361264_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s960x960&_nc_cat=104&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=zHTwWKO74_wQ7kNvwHBjKAI&_nc_oc=AdobfGsprC6BRO0lor-U6ZiGH9FFaGi_7tdwVc_2OnDJeOq5yi29tiQUpV2ZCahg8VA&_nc_zt=23&_nc_ht=scontent-mia5-1.xx&_nc_gid=nB-627jpQky68YmAgzEV2A&_nc_ss=72289&oh=00_AQAIGUpMFRxwQ2uz6sU1_F3VSwWewrIfM1qOizeB7I6f8g&oe=6A53D955,"May 28, 2011",,info@yogiplastering.com,http://www.yogiplastering.com/,100042394790480,158,,"Yogi Plastering, Romford. 158 likes",1 was here. Professional plastering services. Call me on  07908 093 099,,158,"28 Tolworth Gardens, Romford, United Kingdom, RM6 5TH",,+44 7908 093099,,Yogi Plastering | Romford,https://scontent-mia3-1.xx.fbcdn.net/v/t1.30497-1/453178253_471506465671661_2781666950760530985_n.png?stp=dst-png&cstp=mx2048x2048&ctp=s200x200&_nc_cat=110&ccb=1-7&_nc_sid=8f254b&_nc_ohc=w4C6sPLtP3UQ7kNvwEJDawz&_nc_oc=AdqFak4Z4wBzBt1TRBr2DB7WjjiWaBE7T8OSVjuakhC3NFHVwKS0QvkBAXxf32y8ciQ&_nc_zt=24&_nc_ht=scontent-mia3-1.xx&_nc_ss=72289&oh=00_AQBXheHzORoqkHiwsYgkIE_aongHFukX32u1PNjn5KOGuw&oe=6A7564FA,https://www.facebook.com/YogiPlastering,https://www.facebook.com/YogiPlastering,https://www.facebook.com/YogiPlastering,YogiPlastering,,51.5671195,0.135899,,false,+44 7908 093099,447908093099,,,,,7908 093 099,,,,,,,,,,,,,,,,,,90,90,0,0,0,0,15,beautiful ceilings,2,plasterboard fitting,2,roof leak repair,7,ceiling repair,8,quick response,6,wall repair,2,smooth walls,8,friendly team,2,reliable team,2,prompt quotes,"https://www.google.com/maps/search/Plastering%20/@51.5745282773077,0.0480168230646735,13z?hl=en",,,Yogi Plastering Ltd,5,https://www.google.com/maps/search/?api=1&query=Yogi%20Plastering%20Ltd&query_place_id=ChIJLbMFX9oddkgRs6dl5fSXRQM,"Yogi Plastering provides expert plastering, rendering, and dry lining services across Essex and London. 20+ years' experience with quality ...",https://www.yogiplastering.com,Yogi Plastering,https://www.yogiplastering.com/,"Yogi Plastering, Romford. 158 likes · 1 was here. Professional plastering services. Call me on 07908 093 099.",https://www.facebook.com › ... › Contractor,Yogi Plastering | Romford - Facebook,https://www.facebook.com/YogiPlastering/,"Yogi Plastering Ltd. London ,fully qualified NV Q LEV. 2 in plastering ,high quality of workmanship to all customers.own transport and tools ,best price work.",https://www.mybuilder.com › Home › Directory,Profile of yogi_plastering in Romford - MyBuilder,https://www.mybuilder.com/profile/yogi_plastering,https://www.yogiplastering.com/
"122 Reedham Cl, London N17 9PU, United Kingdom",,,,,Landscaper,Deck builder,Fence contractor,Gardener,Irrigation equipment supplier,Landscape designer,Landscape lighting designer,,,Landscaper,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5859153,-0.05753,,false,+44 7599 445202,447599445202,,,,,,,,,,,,,,,,,,,,,,N17 9PU,36,34,0,2,0,0,,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Gardening/@51.5745282773077,0.0480168230646735,13z?hl=en",122 Reedham Cl,,Olive Tree Landscaping LTD,4.8,https://www.google.com/maps/search/?api=1&query=Olive%20Tree%20Landscaping%20LTD&query_place_id=ChIJMWrfKjYddkgRAsf9mx_bDjc,"Welcome to Olive Tree Landscaping, your local landscape specialists operating in London and its wider surrounding areas. ... Email: info@olive-tree-landscaping.co ...",olive-tree-landscaping.co.uk,Olive Tree Landscaping: Garden Design & Maintenance Services ...,,"OLIVE TREE LANDSCAPING (LONDON) LTD - Free company information from Companies House including registered office address, filing history, accounts, ...",find-and-update.company-information.service.gov.uk › company,olive tree landscaping (london) ltd - Companies House - GOV.UK,,Does your garden need a little pick me up? Don't worry; we offer bespoke services to give your garden a look and feel you desire. Contact us today for our ...,olive-tree-landscaping.co.uk › contact,Contact Us - Olive Tree Landscaping,,https://olive-tree-landscaping.co.uk/
"146B Second Ave, London E12 6EL, United Kingdom",,,,,Contractor,,,,,,,,,Contractor,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5484284,0.0538405,,false,,,,,,,,,,,,,,,,,,,,,,,,E12 6EL,5,4,0,1,0,0,2,team,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Decorating/@51.5745282773077,0.0480168230646735,13z?hl=en",146B Second Ave,,Jimmy's Builders & Decorating Ltd,4.2,https://www.google.com/maps/search/?api=1&query=Jimmy's%20Builders%20%26%20Decorating%20Ltd&query_place_id=ChIJ98z51Nen2EcRr5YMtBvn58s,"Jimmy's Builders and Decorating Ltd, London. 457 likes. Jimmy's builders and ... 146 Second Avenue, London, United Kingdom, E126EL. 󰥷. London, UK. Links.",https://www.facebook.com › ... › Home Improvement,Jimmy's Builders and Decorating Ltd | London - Facebook,https://www.facebook.com/www.jimmysbuilder.co.uk/,"JIMMY'S BUILDERS AND DECORATING LTD - Free company information from Companies House including registered office address, filing history, accounts, ...",https://find-and-update.company-information.service.gov.uk › ...,jimmy's builders and decorating ltd - Companies House,https://find-and-update.company-information.service.gov.uk/company/12286390,"JIMMY'S BUILDERS AND DECORATING LTD ... Limited Company and was incorporated on Oct 28, 2019 in United Kingdom. ... 146B SECOND AVENUE,LONDON,ENGLAND,E12 6EL ...",https://tracxn.com › ... › Legal Entities › United Kingdom,JIMMY'S BUILDERS AND DECORATING LTD - 2026 Company ...,https://tracxn.com/d/legal-entities/united-kingdom/jimmys-builders-and-decorating-ltd/__DrQw9TDZTcEBtzjEK8CFLiKAElDBFmdZypfvDF4AwSc,https://jimmysbuilder.co.uk/
"18b Beehive Ln, Ilford IG1 3RD, United Kingdom",villaprojects.uk,https://villaprojects.uk/,,,Construction company,,,,,,,,,Construction company,Ilford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.573052,0.0643597,,false,+44 7943 373880,447943373880,,,,,,,,,,,,,,,,,,,,,,IG1 3RD,5,5,0,0,0,0,3,loft conversion,2,woodwork,2,joinery,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Joinery/@51.5745282773077,0.0480168230646735,13z?hl=en",18b Beehive Ln,,Villaprojects,5,https://www.google.com/maps/search/?api=1&query=Villaprojects&query_place_id=ChIJ6dn4WSWn2EcRjjl0Ez8kBkM,"VillaProjects is a London-based construction and interior design company, offering full project solutions from concept to completion.",https://villaprojects.london,villaprojects.uk,https://villaprojects.london/,"At Villaprojects, we design and build high-end house extensions and loft conversions that transform existing homes into exceptional living spaces. Whether it's ...",https://villaprojects.uk,villaprojects.uk,https://villaprojects.uk/,"VILLA PROJECTS LTD - Free company ... More for VILLA PROJECTS LTD (15152873). Registered office address: C/O. 18 Beehive Lane, Ilford, England, IG1 3RD.",https://find-and-update.company-information.service.gov.uk › ...,VILLA PROJECTS LTD overview - Companies House - GOV.UK,https://find-and-update.company-information.service.gov.uk/company/15152873,http://villaprojects.uk/
"Seymour Ave, London N17 9RG, United Kingdom",,,,,Construction company,,,,,,,,,Construction company,London,info@gregprorenovation.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5954877,-0.060724,,false,+44 7496 067758,447496067758,447496067758,,,,7496 067758,123456789,,,,,,,,,,,,,,,,N17 9RG,5,5,0,0,0,0,3,work quality,2,reliability,2,painting,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Plastering%20/@51.5745282773077,0.0480168230646735,13z?hl=en",Seymour Ave,,Greg Pro Renovation,5,https://www.google.com/maps/search/?api=1&query=Greg%20Pro%20Renovation&query_place_id=ChIJNwkLq4gddkgRWumwIzkMlUY,"Greg Pro Renovation is a London-based renovation company specialising in kitchens, bathrooms, full home refurbishments and more.",https://gregprorenovation.co.uk,"Greg Pro Renovation London | Kitchens, Bathrooms ...",https://gregprorenovation.co.uk/,"info@gregprorenovation.co.uk. Facebook-f Instagram. GREG PRO RENOVATION LTD 123 Example Road, London, England, E1 123 Company registration No. 123456789.",https://gregprorenovation.co.uk › projects,Projects - GREG PRO Renovation,https://gregprorenovation.co.uk/projects/,Greg Builder's is a highly reputable contracting company which does projects for both development companies and the private sector.,https://gregbuilders.co.uk,GREG BUILDERS,https://gregbuilders.co.uk/,https://gregprorenovation.co.uk/
"Leyton, 52 Grange Park Rd, London E10 5ES, United Kingdom",eapaintingdecorating.com,https://www.eapaintingdecorating.com/,,,Painter,Plasterer,Tile contractor,Wallpaper installer,,,,,,Painter,London,Eegidijus122@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5649805,-0.0139625,,false,+44 7544 245580,447544245580,447544245580,7544245580,,,7544245580,,,,,,,,,,,,,,,,,E10 5ES,13,12,1,0,0,0,2,prepping,3,attention to detail,3,quality of work,4,cleanliness,3,decorating,4,punctuality,2,stairs,2,job,2,room,2,hallway,"https://www.google.com/maps/search/Painting/@51.5745282773077,0.0480168230646735,13z?hl=en","Leyton, 52 Grange Park Rd",,EA PAINTING & DECORATING LTD,4.9,https://www.google.com/maps/search/?api=1&query=EA%20PAINTING%20%26%20DECORATING%20LTD&query_place_id=ChIJt5chv1N62iYRPhIN1oe5bgw,Here at EA PAINTING & DECORATING LTD we provide professional painting decorating services to our customers in and around the London area.,https://www.eapaintingdecorating.com,ea painting & decorating ltd,https://www.eapaintingdecorating.com/,"EA PAINTING & DECORATING LTD ... More for EA PAINTING & DECORATING LTD (15843983). Registered office address: 52 Grange Park Road, London, England, E10 5ES.",https://find-and-update.company-information.service.gov.uk › ...,ea painting & decorating ltd - Companies House,https://find-and-update.company-information.service.gov.uk/company/15843983,EA Painting & Decorating Ltd are painters & decorators in London. Contact ... Browse all Painters & Decorators in the UKBrowse all trades in LondonMore ...,https://uktradefinder.com › business › ea-painting-deco...,EA Painting & Decorating Ltd - Painters & Decorators in London,https://uktradefinder.com/business/ea-painting-decorating-ltd,https://www.eapaintingdecorating.com/
